"595","635","4908","114","0","1463663740"
"369","279","7609","101","1413","1463671845"
"18667","14464","371064","1921","31","1463672855"
"15638","17151","153667","1170","1965","1463673843"
"332","1421","5089","8","3686","1463675796"
"798","3458","38477","93","16415","1463677573"
"2289","5001","136384","549","9593","1463679034"
"15620","13888","29762","706","1314","1463679924"
"20787","112","158624","508","45","1463682650"
"260","883","39039","61","1","1463682869"
"11750","6472","9859","258","413","1463683191"
"37","205","1115","0","416","1463684602"
"97","952","2328","15","264","1463690442"
"6779","1549","7385","198","1050","1463691929"
"166","1046","1365","2","145","1463697249"
"19004","12456","173191","1255","52506","1463709715"
"106","1240","6637","37","17","1463718793"
"932","4669","26798","39","4232","1463718888"
"75","547","6400","5","111","1463722769"
"95","774","1137","12","650","1463725343"
"3286","2191","167983","547","2468","1463729114"
"1814","4594","39188","486","4946","1463737588"
"701","592","1487","23","2367","1463740517"
"3321","3342","440872","273","590","1463740536"
"1219","4960","120484","441","14531","1463741874"
"3759","4947","9906","53","2217","1463745628"
"2761","2846","56623","132","1377","1463747035"
"732","1619","54689","184","1988","1463750491"
"3235","3210","15493","203","406","1463752709"
"19345","1093","58635","564","11325","1463753538"
"1313","3240","100548","220","1058","1463755717"
"793","346","13088","22","27787","1463759200"
"49957","47215","119648","435","14322","1463759530"
"3428","5001","5342","24","116","1463759530"
"6644","4949","5303","119","1799","1463759863"
"603","512","8461","185","55","1463760739"
"51","844","4995","3","17","1463760973"
"3087","1423","5107","21","549","1463764386"
"51","23","114","1","10","1463765209"
"637","1925","34948","140","437","1463767659"
"554","1422","18842","66","0","1463768095"
"32","66","785","6","4","1463770085"
"612","4953","25917","80","424","1463773782"
"78","691","5390","19","111","1463774155"
"714","824","4648","401","1948","1463785904"
"337","591","7473","70","684","1463794311"
"168","983","11956","22","1050","1463795306"
"888","2030","2335","49","306","1463796650"
"4832","3197","66344","1370","3626","1463797863"
"10207","2618","143616","691","38","1463807513"
"4371","4946","31943","1410","37717","1463811559"
"1967","1128","325820","340","0","1463816602"
"3168","1635","1104","31","16","1463816714"
"1558","4912","10505","362","1656","1463819416"
"66","380","116","0","299","1463823186"
"591","311","9547","32","140","1463823798"
"1262","592","15824","14","53","1463837620"
"3480","3568","2473","31","1816","1463839744"
"879","1633","34022","56","828","1463843150"
"368","1856","5013","3","96","1463843233"
"1802","1131","54332","1051","695","1463851318"
"12466","10352","56707","274","652","1463853608"
"169","258","13547","42","0","1463854399"
"335","160","1073","41","461","1463861482"
"700","4717","43945","73","176","1463863309"
"501","1036","22017","51","11","1463872729"
"2876","3203","309837","154","211","1463875170"
"1322","4827","46990","136","12110","1463877653"
"17384","5140","35309","285","792","1463880565"
"36","145","14911","9","13","1463884565"
"2901","620","1275","40","421","1463887704"
"399","371","11313","4","2089","1463906750"
"1282","158","1152","19","25","1463914211"
"2","17","30","0","0","1463915748"
"2259","4818","102908","370","10592","1463923428"
"2457","2925","83341","170","212","1463928481"
"696","2197","33266","70","277","1463931386"
"646","3469","6741","71","21","1463939377"
"940","899","4055","52","2879","1463943978"
"2284","4998","198053","260","42616","1463946042"
"3168","4822","108691","363","972","1463948821"
"466","1730","15958","15","1244","1463949125"
"424","2401","14701","142","81","1463955315"
"1766","1250","31670","79","477","1463964226"
"231","181","3700","8","294","1463980845"
"37","79","685","4","40","1463996576"
"3125","2979","3187","269","5355","1464005124"
"1682","1959","1663","44","55","1464005127"
"1186","1947","1211","20","5","1464005133"
"721","580","1161","17","15","1464005133"
"1351","2393","913","26","1128","1464020144"
"120","1625","115494","121","957","1464020743"
"413","557","381","6","131","1464024910"
"179","345","1277","24","295","1464028355"
"17003","14559","580882","1998","5646","1464029603"
"373","192","437","6","47","1464031891"
"299","165","2051","43","3022","1464034418"
"317","1839","4672","4","62","1464034584"
"2467","5000","51777","30","731","1464035827"
"9650","5703","208627","335","612","1464038677"
"26","207","240","3","4","1464038799"
"6142","5661","119148","1966","1297","1464042430"
"227","2254","23931","68","22","1464048948"
"3537","4946","5507","24","120","1464049364"
"33157","22193","61287","570","5989","1464050276"
"604","371","977","27","381","1464059945"
"770","2185","56505","186","29","1464060179"
"412","1447","32514","74","5344","1464062028"
"37","226","60","0","14","1464062261"
"823","4995","41733","21","23809","1464083919"
"11139","9965","100458","392","26","1464084857"
"3304","1418","61401","378","2980","1464088444"
"25438","22193","275116","785","1082","1464090230"
"832","3429","94748","9","2285","1464092109"
"1437","5000","95843","194","7016","1464093463"
"727","3354","64253","115","5669","1464095508"
"2951","4943","144406","354","175","1464096201"
"2076","3009","325248","10","2003","1464099032"
"1600","3374","40700","139","16636","1464100640"
"12","20","18","0","3","1464103038"
"1978","2184","121443","194","17495","1464103203"
"2190","4176","99113","266","44359","1464103922"
"10471","8484","23384","240","19327","1464105042"
"52784","1745","6669","177","2606","1464106242"
"54","59","557","6","512","1464107205"
"4757","5181","14401","317","1813","1464107680"
"46029","39116","716946","2684","117","1464108121"
"1088","2557","262450","142","367","1464108409"
"3168","3184","36029","155","602","1464110946"
"200","506","6361","8","826","1464112490"
"23212","11103","243168","2034","18917","1464114076"
"211","919","1745","15","960","1464120269"
"9181","10066","516155","546","189780","1464124930"
"3583","5002","533401","946","944","1464126861"
"2702","1601","22450","131","8985","1464127186"
"11001","4165","40309","209","849","1464130052"
"772","514","134383","57","2","1464130860"
"752","720","3141","26","230","1464131942"
"2501","2450","29422","332","1825","1464132784"
"60","108","115","1","242","1464136173"
"777","409","1700","96","1393","1464137407"
"285","3521","12917","31","55","1464145285"
"1982","1143","326857","338","0","1464150973"
"556","2723","10746","31","1163","1464166182"
"1195","1704","24714","275","2097","1464172015"
"4623","4837","128789","142","670","1464174963"
"45","300","4719","41","1","1464177770"
"6466","4361","45873","293","958","1464181937"
"5843","5564","32620","557","29","1464182673"
"797","418","1113","24","47","1464184376"
"784","659","5632","170","831","1464187207"
"2734","468","2072","75","883","1464187278"
"17771","11496","258172","904","45702","1464187405"
"533","1406","15562","76","2034","1464188275"
"155","171","746","7","11","1464188579"
"28730","28527","642544","837","30144","1464189422"
"1588","17","622","4","3129","1464192345"
"18293","17177","267464","1506","21421","1464193527"
"23","135","645","2","22","1464196656"
"1151","4551","88313","222","6795","1464202037"
"521","3054","18970","74","6178","1464202783"
"28890","7580","39288","1059","11223","1464202813"
"720","3550","19194","60","432","1464203864"
"32","57","26","1","172","1464204802"
"1702","1914","3011","44","762","1464204816"
"14375","10800","41887","847","3439","1464209235"
"67","557","528","5","39","1464211693"
"2521","1292","62982","649","202","1464218517"
"145","1232","4950","13","3","1464223663"
"395","1196","19301","29","875","1464236447"
"3990","453","205987","1266","172","1464241482"
"1463","4896","96641","193","7079","1464246161"
"3321","5001","459587","430","17660","1464249140"
"529","1227","1642","30","117","1464249732"
"1584","2713","77698","93","615","1464254925"
"75","462","6706","19","0","1464255256"
"1706","1930","3012","44","763","1464255424"
"29396","27632","56513","1947","22","1464261867"
"703","1216","3530","13","682","1464262755"
"1178","2273","100576","166","5356","1464267591"
"1592","1643","178311","147","21","1464269298"
"524","67","306","36","3","1464271174"
"948","901","4065","53","2903","1464273721"
"3917","75","2491","53","180","1464275289"
"4443","4242","51065","232","9306","1464277323"
"20554","19557","312792","2344","62701","1464280341"
"26772","20138","17028","765","435","1464281108"
"3244","2793","8809","55","723","1464282247"
"460","1079","14797","102","5600","1464283222"
"1527","2830","48958","65","51","1464283978"
"2478","2650","67020","1322","1246","1464285194"
"47368","47612","305815","2009","5568","1464285609"
"10449","3762","38353","780","104","1464285648"
"2521","1292","63011","649","203","1464289125"
"42","202","9","3","6","1464289368"
"13007","11335","63809","195","2140","1464292746"
"525","2972","83797","244","305","1464296897"
"20959","20178","555656","1352","64","1464297609"
"1871","1350","3563","49","1030","1464298505"
"8248","8835","389586","902","732","1464298876"
"20964","6068","88785","963","5902","1464299080"
"1527","2827","49026","65","51","1464301689"
"11296","5357","104057","1211","51865","1464317244"
"12293","12045","109586","317","52393","1464321660"
"672","4995","84059","219","99","1464321878"
"237","308","18641","57","51","1464323286"
"630","571","1474","29","259","1464328756"
"463","2306","71865","111","100","1464345774"
"566","945","12478","121","144","1464348725"
"1940","4917","61672","439","17","1464348800"
"410","2659","62155","138","400","1464352403"
"129","209","220","2","213","1464353938"
"4","21","20","2","19","1464359820"
"271","2417","5213","34","14","1464360641"
"1222","531","45308","44","773","1464361296"
"18775","9621","3376","118","1190","1464361457"
"2070","4928","97495","238","2520","1464361645"
"5659","6213","223848","367","494","1464364638"
"2589","2279","2992","40","478","1464365378"
"575","2197","28419","27","1167","1464370076"
"8566","1079","161190","529","2272","1464380478"
"990","824","4723","76","2052","1464382427"
"1686","1049","3071","51","745","1464386435"
"10274","2999","35949","368","6893","1464387924"
"27334","13663","227628","1733","96","1464390148"
"692","1073","2177","34","3283","1464393604"
"3776","4950","10074","53","2264","1464393977"
"143","1381","2478","28","2","1464398468"
"2530","603","3435","74","873","1464399309"
"14078","2290","25225","441","16970","1464401265"
"674","2114","5407","51","2271","1464405044"
"305","2454","96031","135","15","1464407640"
"1629","1988","36576","521","30773","1464409615"
"919","1230","22361","19","19630","1464413824"
"1154","3600","163866","415","180","1464420121"
"16442","12498","42178","331","407","1464424544"
"1","23","135","0","0","1464425076"
"110","128","21222","21","244","1464425516"
"342","3248","16098","70","3109","1464425839"
"10768","8486","117433","694","953","1464435484"
"20767","21682","187579","1715","126503","1464441409"
"5056","4689","64721","567","9281","1464443104"
"326","2042","13385","15","339","1464444344"
"364","455","205","1","25","1464448212"
"6782","580","33269","208","21059","1464451224"
"311","3121","11376","17","17","1464456557"
"1536","2828","49223","65","51","1464465516"
"285","695","6376","78","5996","1464466077"
"15871","13334","160184","1453","34218","1464466341"
"263303","44","39658","233","143","1464467111"
"1315","4910","48053","135","12335","1464469253"
"1537","2838","49312","65","51","1464471148"
"912","4552","73728","133","611","1464472361"
"847","2305","22419","83","2947","1464473419"
"690","4551","27163","123","1302","1464474960"
"841","2832","133103","300","31","1464475497"
"1924","5001","3045","86","4244","1464480408"
"2068","2173","141032","123","46","1464488453"
"739","4983","5263","61","14","1464495077"
"2139","3129","339644","332","254","1464509295"
"6763","5205","109468","910","7358","1464510348"
"553","3442","25161","108","312","1464524994"
"1837","2184","11225","56","6330","1464533923"
"5515","4633","543517","540","268","1464535807"
"521","3102","19378","75","6457","1464545119"
"9044","7886","13356","537","11406","1464546476"
"22714","23999","245445","836","6223","1464550508"
"1059","2462","45837","160","56","1464552220"
"136","426","196","10","74","1464553841"
"7691","7427","71697","3889","33538","1464553991"
"4250","3555","47996","649","2886","1464558532"
"13540","12908","69213","553","1199","1464562266"
"7360","7548","118886","604","12514","1464562422"
"3418","3191","31994","297","2423","1464565336"
"410","986","7328","18","3071","1464569898"
"596","192","54","3","51","1464590286"
"15357","14740","89529","670","2448","1464593356"
"15358","14740","89568","670","2448","1464596119"
"781","3692","19220","4","910","1464604825"
"1802","1739","8308","291","1569","1464606782"
"21963","16607","127161","820","8345","1464611088"
"2429","2357","14953","345","9913","1464613625"
"515","2556","11590","53","2272","1464614288"
"61","199","6821","7","6","1464617736"
"2210","1538","6583","75","3569","1464617989"
"387","2240","31764","63","107","1464619520"
"389","1485","4189","4","826","1464619710"
"790","4350","27969","86","0","1464621073"
"7590","7930","73630","1144","25132","1464622697"
"896","2768","31023","108","18640","1464623079"
"22347","24387","136240","607","531","1464625203"
"2401","3309","75158","94","2995","1464628233"
"1136","2411","33461","60","5443","1464630007"
"335","3258","16426","70","3123","1464631312"
"1539","2841","49510","65","51","1464634655"
"787","2054","32224","73","495","1464636943"
"1538","2841","49552","65","51","1464638253"
"2128","3652","119292","187","906","1464638838"
"22","61","37","0","70","1464640257"
"3679","2557","45288","905","229","1464640574"
"97407","4101","1794","23","390","1464642103"
"408","1721","6716","55","5202","1464645814"
"47108","5434","26398","539","9499","1464646414"
"18544","6636","89391","410","5034","1464648910"
"4823","5167","86980","108","3173","1464652912"
"79794","11007","71130","2287","4232","1464657124"
"23768","15370","355537","2711","29015","1464660270"
"23768","15370","355537","2711","29015","1464660270"
"262","252","24247","1","253","1464663468"
"1482","1939","82288","251","16","1464663503"
"198","1805","11458","22","23","1464686495"
"894","3963","40761","78","8087","1464687145"
"1967","3708","79496","190","1141","1464689067"
"961","3461","66291","163","254","1464689304"
"287","417","1010","16","381","1464690927"
