608,360,251,202,149,109,128,98,95
610,363,259,203,144,107,126,99,89
618,359,262,200,145,109,126,98,83
615,361,262,191,147,111,128,99,86
610,368,260,192,145,110,128,98,89
611,372,262,186,139,112,128,103,87
608,373,256,194,138,116,122,105,88
604,377,249,193,138,119,122,103,95
614,378,248,193,136,119,123,98,91
625,372,243,191,138,122,122,98,89
629,366,245,189,143,120,121,99,88
623,370,252,188,140,127,119,94,87
615,377,250,187,145,124,116,98,88
605,387,255,184,144,126,114,96,89
607,393,256,175,145,124,116,93,91
612,390,249,174,148,125,117,94,91
621,387,248,175,149,121,115,95,89
618,390,249,177,151,117,114,96,88
619,391,246,183,150,115,110,97,89
615,381,248,190,156,120,111,98,81
608,379,257,185,158,121,113,99,80
608,372,257,186,161,120,110,99,87
610,378,256,185,163,119,103,98,88
611,377,255,184,166,117,102,99,89
617,369,257,186,165,120,100,97,89
620,363,261,183,170,118,102,94,89
626,362,259,177,171,115,107,94,89
627,357,265,186,172,111,107,93,82
623,355,264,189,169,111,106,97,86
610,360,265,188,171,111,108,98,89
601,367,265,192,166,112,109,95,93
604,369,253,190,171,110,108,96,99
612,370,248,195,165,111,112,90,97
631,357,239,196,166,112,112,91,96
631,354,240,196,163,117,107,95,97
621,353,245,201,161,117,112,94,96
617,353,247,197,161,120,111,97,97
626,346,253,193,158,117,112,96,99
628,333,258,193,158,121,113,94,102
630,337,253,189,155,117,117,98,104
634,336,248,196,152,114,116,96,108
629,337,249,195,155,116,117,97,105
619,336,246,199,150,117,123,103,107
620,335,250,201,145,116,124,101,108
623,333,244,204,145,120,129,98,104
618,343,243,211,143,123,121,96,102
613,345,241,212,141,128,121,97,102
604,348,242,204,144,131,124,99,104
597,349,246,205,146,134,121,100,102
608,348,242,203,149,136,118,98,98
610,350,233,200,156,139,118,99,95
612,346,238,205,153,139,119,98,90
607,346,241,195,156,142,119,101,93
590,356,244,197,156,141,119,104,93
592,364,237,199,156,135,125,102,90
589,373,236,194,161,134,120,102,91
591,375,234,195,162,137,120,97,89
581,376,231,202,162,140,124,96,88
587,385,225,204,162,134,122,97,84
586,393,222,203,157,136,119,98,86
579,388,225,200,161,139,125,103,80
581,390,219,201,156,140,123,104,86
582,394,222,193,156,141,123,103,86
571,391,231,188,165,144,123,105,82
567,394,228,178,175,146,123,106,83
570,384,230,176,179,144,124,106,87
569,382,234,179,179,137,128,103,89
576,374,232,179,180,138,125,104,92
582,371,228,176,188,135,122,104,94
570,375,231,181,181,134,127,105,96
568,368,238,182,180,132,127,107,98
570,373,233,182,179,131,126,106,100
561,372,233,186,181,133,124,107,103
568,364,239,186,181,128,126,105,103
563,363,249,185,184,132,121,101,102
563,346,259,182,182,138,128,98,104
559,340,263,187,180,133,131,100,107
558,341,264,185,179,134,133,100,106
552,344,266,180,180,139,133,99,107
543,343,273,177,187,139,134,98,106
541,343,274,189,181,137,129,96,110
545,338,280,186,181,139,132,96,103
538,338,273,191,185,138,134,101,102
546,341,261,200,181,135,131,97,108
542,345,272,207,170,128,127,98,111
541,339,276,207,169,132,128,99,109
540,341,277,200,171,136,126,102,107
548,349,275,198,166,132,129,99,104
546,352,273,197,158,137,135,100,102
546,345,275,196,161,138,136,104,99
541,349,277,196,160,141,135,104,97
541,342,277,189,162,147,135,106,101
553,340,281,191,155,146,137,105,92
552,345,274,193,158,149,135,105,89
557,340,274,191,156,147,136,108,91
561,353,259,192,154,146,130,112,93
555,362,259,190,152,148,131,112,91
563,356,257,186,155,150,124,113,96
562,354,257,188,149,146,125,122,97
569,353,246,198,153,143,122,118,98
578,359,239,187,160,140,121,117,99
578,358,231,190,160,140,125,116,102
588,352,236,193,161,140,118,110,102
580,355,239,187,158,145,124,112,100
579,354,236,185,162,147,123,109,105
588,363,223,181,161,145,127,106,106
586,365,219,187,162,143,124,105,109
589,358,221,186,160,144,124,106,112
597,360,224,186,156,141,125,103,108
602,365,220,185,155,139,122,100,112
608,357,217,189,160,136,120,101,112
610,351,220,190,163,130,116,110,110
603,349,217,190,166,132,117,109,117
606,344,221,192,164,129,117,108,119
604,339,219,193,168,132,118,107,120
603,341,226,198,171,126,117,103,115
600,340,227,200,172,124,114,104,119
599,341,228,200,174,123,118,102,115
600,342,227,198,181,128,115,95,114
604,346,238,190,172,128,118,92,112
602,347,243,193,169,133,116,91,106
608,347,244,190,174,130,115,90,102
605,351,242,192,170,130,117,89,104
610,348,248,189,169,128,116,92,100
616,353,242,192,169,125,119,93,91
609,343,259,200,164,125,114,99,87
618,342,257,198,162,125,113,98,87
607,342,261,202,162,130,112,100,84
599,344,259,204,169,130,109,102,84
