558,390,279,201,148,132,114,86,92
553,389,284,202,153,129,113,89,88
555,381,286,201,153,131,112,92,89
560,387,274,195,154,130,117,98,85
551,385,270,197,159,131,121,103,83
540,379,275,193,162,136,123,109,83
542,378,272,198,161,133,127,107,82
542,378,270,201,162,132,122,111,82
542,378,266,204,160,133,120,111,86
540,380,269,214,159,128,116,110,84
540,390,265,214,162,128,114,105,82
551,396,257,218,159,124,116,104,75
554,389,266,209,161,122,123,101,75
558,396,263,206,163,124,118,99,73
563,396,269,203,159,125,111,102,72
563,403,263,197,157,123,114,108,72
571,400,261,195,155,120,118,110,70
570,393,267,193,154,128,116,108,71
563,392,264,192,157,130,115,111,76
561,399,262,191,159,128,109,116,75
553,396,262,200,161,134,105,116,73
549,404,256,199,159,133,106,117,77
547,410,259,199,156,132,100,116,81
543,405,267,201,159,134,94,116,81
553,401,263,202,158,135,93,113,82
552,413,267,202,155,132,93,107,79
562,408,264,197,154,134,91,108,82
570,397,262,200,159,139,91,105,77
573,391,266,199,156,140,91,106,78
568,391,265,197,151,144,99,104,81
570,385,266,193,154,145,97,112,78
557,376,276,194,159,145,101,116,76
554,387,267,193,160,149,98,116,76
549,379,272,197,165,146,101,115,76
545,380,267,199,166,144,106,114,79
553,376,267,203,172,143,101,107,78
540,385,268,204,175,140,97,109,82
540,384,269,203,181,134,98,111,80
533,389,273,210,178,132,98,109,78
534,384,277,212,175,132,100,104,82
534,392,282,209,171,127,99,103,83
532,386,285,209,178,130,99,101,80
531,386,284,208,182,127,103,101,78
538,383,284,208,178,129,102,99,79
541,385,284,204,176,128,98,100,84
546,376,280,204,176,127,97,101,93
537,375,286,203,174,133,96,106,90
535,374,286,209,170,128,98,106,94
532,377,287,207,176,126,96,107,92
539,384,290,206,175,118,91,106,91
542,374,290,212,171,115,96,101,99
546,371,291,212,166,115,95,103,101
541,368,287,218,166,113,96,109,102
529,364,288,216,166,118,100,111,108
539,362,289,215,166,114,98,113,104
539,365,287,210,163,116,101,116,103
544,363,288,211,158,121,101,113,101
547,362,283,209,158,122,104,115,100
557,357,279,205,164,121,107,112,98
561,353,282,205,167,115,108,114,95
566,346,281,210,167,117,106,116,91
570,350,274,203,160,124,107,121,91
571,351,270,209,156,125,108,120,90
562,349,269,208,159,130,110,124,89
557,347,269,215,164,131,113,119,85
553,356,268,213,161,132,116,122,79
555,360,266,218,165,127,116,117,76
559,365,271,210,163,130,115,115,72
555,367,275,210,160,131,113,115,74
550,360,273,206,164,138,112,118,79
