602,356,243,193,161,127,117,113,88
614,350,233,193,170,129,112,112,87
607,356,229,197,171,126,115,115,84
609,350,228,192,176,125,118,116,86
612,350,230,187,177,131,119,110,84
607,359,226,187,175,129,124,111,82
606,359,228,187,176,129,122,109,84
605,361,233,187,174,130,121,109,80
605,357,236,190,177,132,119,104,80
607,360,237,186,181,127,118,106,78
608,366,240,185,182,123,111,104,81
606,368,241,186,188,127,111,93,80
594,359,247,188,192,131,108,96,85
580,358,248,196,192,138,110,97,81
583,348,253,190,201,141,108,98,78
595,345,250,192,194,146,104,97,77
596,357,249,191,184,146,105,93,79
586,365,255,190,185,143,104,94,78
587,366,254,196,179,139,104,94,81
594,368,248,198,175,138,104,91,84
606,360,242,197,182,140,102,88,83
609,362,243,196,177,137,103,91,82
610,363,245,195,180,137,103,88,79
607,365,255,195,171,137,99,87,84
615,367,251,194,167,137,95,88,86
615,363,258,193,162,138,95,86,90
617,360,251,186,167,134,98,95,92
611,363,251,185,165,130,102,98,95
619,363,245,182,160,126,103,104,98
620,356,249,179,163,129,105,100,99
627,343,251,176,165,129,111,106,92
628,358,249,173,158,122,113,108,91
631,366,242,168,158,121,119,109,86
640,373,242,163,160,115,116,105,86
634,379,241,167,160,114,114,103,88
624,383,241,165,160,113,118,107,89
612,373,241,171,164,121,121,108,89
624,372,238,169,155,123,119,108,92
620,367,243,161,159,126,123,108,93
606,369,248,163,163,131,120,109,91
598,373,255,165,155,133,120,109,92
599,370,252,165,153,132,125,110,94
599,369,255,165,154,130,125,108,95
606,366,250,159,157,131,129,110,92
592,367,249,166,159,127,135,115,90
590,362,243,171,164,128,131,121,90
597,358,246,172,164,129,130,115,89
600,352,246,176,169,129,130,112,86
603,348,247,174,173,132,130,108,85
609,349,236,174,172,133,130,114,83
602,360,235,178,167,134,125,112,87
602,352,231,178,167,140,123,117,90
596,346,240,176,167,144,121,114,96
598,345,237,181,162,141,121,116,99
600,346,236,177,160,141,125,115,100
593,353,236,178,164,138,122,114,102
605,355,234,181,163,130,116,115,101
599,352,241,179,168,128,117,118,98
598,355,240,181,169,129,114,119,95
611,350,235,181,171,125,114,120,93
613,357,227,177,173,119,116,126,92
604,363,235,179,176,120,112,123,88
602,359,229,180,172,121,114,132,91
594,366,229,186,171,120,120,126,88
604,359,232,185,170,123,114,124,89
605,365,237,177,166,124,119,118,89
599,380,233,177,165,123,118,116,89
603,375,226,178,167,124,117,116,94
594,381,224,181,168,123,119,113,97
585,380,237,181,165,126,116,111,99
590,372,236,182,169,122,117,112,100
584,366,242,184,175,122,116,111,100
596,369,234,190,167,120,114,117,93
601,359,235,194,167,122,112,120,90
602,364,233,194,161,120,110,122,94
610,354,237,193,157,119,111,126,93
614,348,237,186,157,125,115,124,94
615,349,226,190,155,124,121,125,95
618,346,225,194,149,122,124,125,97
614,345,235,188,146,125,125,122,100
619,340,241,190,141,131,123,117,98
626,343,237,187,139,134,121,116,97
632,343,236,188,139,132,123,110,97
636,334,240,192,139,130,115,114,100
638,337,239,188,141,127,120,112,98
642,331,234,192,142,133,116,115,95
