userId,followers,friends,statuses,listed,favourites
15785683,43017,1789,380,380,860
174764322,44697,278,12156,219,1286
56146779,41411,683,14245,187,6879
122218099,25074,444,8338,420,113
22477005,8129,143,2474,786,117
222854216,96253,40006,51066,209,1017
167225085,102474,40489,25247,96,11218
160604871,22845,2323,92995,772,124349
20341586,13731,3426,6732,320,4510
777982094,35469,78,1362,52,2656
65388780,52712,6,4591,643,86
517109920,14346,109,3918,11,936
191025630,12553,4733,21573,21,1526
3320973748,39616,2,447,37,677
28733900,14302,3750,26450,181,318
28211096,16306,5,143,304,0
701236270,21992,11159,158822,646,2029
285057962,1997,150,596,68,358
2282599043,21853,87,4196,117,981
3051869139,14878,2171,3422,176,2
49400090,15495,1554,11262,160,1710
24717436,17603,827,9521,243,524
23609996,13918,3589,6041,447,1888
153842256,13800,1454,4216,348,703
636790934,30714,214,20711,78,6488
25917806,1815,448,6273,29,3846
16925594,17347,2782,14322,218,2764
2904255777,3916,492,584,28,771
31776788,5511,1940,3482,103,693
1307133222,6750,261,5760,279,426
273598224,109015,68662,64977,95,5936
147359338,54302,35,2671,79,409
72877562,32708,18560,4229,181,793
75885864,60481,41614,24054,880,22
349301302,30525,555,11010,64,6641
190436356,8659,4602,12946,105,4196
3235551727,170,2,17,1,1
94002647,20905,353,1527,269,47
133018001,13588,397,8954,427,1561
771116670,12696,2856,1638,55,42124
15776379,4228,11,6622,199,0
267860607,157387,291,33889,142,4251
33258939,14356,1990,7994,402,11217
1291995642,3565,863,3456,73,946
188040570,34086,350,13287,131,2791
85000962,15224,519,4533,149,6922
612962146,4968,975,30281,100,6631
57370965,252249,197,66100,1371,3360
2453492954,43149,30896,15204,913,12396
223338604,3585,960,53146,78,52881
325897784,10369,15,13743,228,43
468422476,11973,41,1989,157,98
53035913,8172,569,5878,76,1568
196355566,12688,7411,60045,261,94716
66734338,10144,229,5756,301,3986
17805204,5850,436,13948,26,2692
77514130,12417,406,3969,177,146
15082084,29863,403,73820,171,1525
59136361,15698,1938,9423,303,2180
295418725,14315,378,14094,120,14808
1147084878,33697,8,146,38,0
7721902,938,75,139,39,1
72798833,15042,3746,3110,107,857
105187378,5205,14,11809,122,721
487756534,30361,1607,7930,95,2974
215881646,8968,9,191,13,0
20581906,11802,690,9285,240,473
23811362,4137,281,1588,72,1155
19137899,893,534,1521,14,233
6795702,6118,272,870,446,185
20001674,16356,7221,12747,205,4893
169502073,10267,538,980,670,199608
24357874,3951,118,3564,75,32
14438295,6321,404,6813,276,51
20173135,16465,32,8881,200,2
2350642080,9343,264,571,50,166
91339879,19316,41,2063,137,639
104942135,4054,120,1917,56,971
733646988,1304,2359,1997,36,415
87943089,9706,3135,149404,44,1007
606797592,80943,-197,46515,85,16078
425205372,35566,387,109402,89,32506
38186430,10628,713,26813,323,1014
615435680,6728,248,766,150,630
377913982,20561,314,12282,330,507
1411198424,31446,468,14160,18,20039
1325256806,9376,5916,40314,272,97978
505276514,6195,23,8856,89,2300
415700570,36936,337,40797,199,56287
525627833,23495,8010,12367,379,5203
176673601,9793,557,3615,106,1719
160353443,10490,5000,1910,81,920
382925339,21665,276,13530,330,1034
2392302464,15106,510,52533,31,4551
2493974978,5005,4011,30803,273,20740
2416445034,5815,619,1147,112,5584
527327690,6549,2857,198487,72,4202
619637922,2977,983,35986,74,39716
16024850,16112,607,3072,358,220
1087272067,41069,180,929,107,2037
337318821,8166,814,15742,175,9977
77754215,6442,1527,54495,209,2718
347731871,20529,448,142016,47,23646
117883391,3868,1582,3311,215,533
250859467,67197,36352,89200,265,19264
18584319,10397,177,3040,409,139
126452674,6882,727,59716,341,4019
19422401,12796,7397,2552,694,522
17995622,6246,505,7413,169,1030
450382307,8710,441,9427,205,7636
247042935,13699,454,24422,134,2261
188292711,7996,2266,4175,143,4578
235107309,3098,88,132,19,74
17878322,1374579,2269,167961,4500,58
14681605,2899043,69,31151,30029,109080
24705126,4089504,665,30849,13095,10230
19486963,616454,2508,16608,2655,418
19679461,1496170,540,15490,5830,1973
49037032,1280857,474,29420,1394,45
80706281,283290,2170,54958,1661,749
177758937,131988,2606,5450,1294,1017
381949397,479397,148,8210,543,0
32122637,636398,439,54073,8237,2091
173332472,282410,218,6649,779,576
20641934,338980,5154,92088,3177,12097
26899127,7317,333,394,123,855
103158555,29429,733,8038,633,22140
99131926,77200,258,3636,954,322
23161445,271170,1767,25191,3221,2262
2922268330,104507,12100,4139,83,5827
1606048885,292580,382,4353,353,1101
20563871,319196,707,5920,1267,288
560456083,420538,1757,20263,515,2952
172793546,108400,465,1955,819,2074
349390574,435940,34426,198204,1690,64768
2832264288,12280,910,134179,118,1439
468010187,6544,74,1965,121,1
467011843,53121,51,6297,518,19
627436907,504612,420,7074,535,9926
39838420,332775,3621,46496,1153,23
2707079113,4439,72,12315,34,1711
26465780,206300,223862,30112,663,2658
355051064,70306,25470,622,132,2775
3488732903,28399,5599,1614,154,3299
610520252,25735,306,703,199,91
284841825,7785,246,13293,94,82
36601349,9338,308,6949,30,7628
758093166,12168,2429,13158,10,1235
244753327,6294,506,13601,15,7967
17523013,130504,6511,43593,1034,37558
2652164834,17202,2780,591,13,1145
230339238,19357,772,66987,139,2176
100144061,20829,6828,12047,34,2305
31313343,250922,803,37360,1791,720
231594179,15420,458,10047,143,659
252875977,99102,92927,144845,108,5397
158885142,4714,3065,6228,96,7471
272354480,321234,107039,76887,402,22506
1329616273,2414,2347,153981,17,187146
222145939,34797,28415,7593,194,457
2294772944,34573,419,6302,100,1925
131578431,3673,1485,18569,30,12
50421015,57564,54742,121045,646,4019
25580589,7870,398,55548,37,429
2245194390,26749,19671,141211,8,26671
88236699,13645,1519,118314,12,19890
518568504,39733,46,1357,243,1005
99443237,3839,892,171492,62,1092
2546793606,162078,31151,1766,170,401
28026718,18380,370,88722,247,3619
16437643,2188,699,9929,100,7918
1420825255,113822,156,484,291,187
112254608,11401,994,104642,104,2330
16754148,1037,2063,5846,14,114
49487144,25217,1953,16980,435,95
276640084,15687,1381,51433,22,21086
34281532,18591,852,60147,59,2583
195958969,34027,21875,6150,99,104
158895983,33120,1364,10852,71,1907
29423580,5544,2987,83420,96,19439
3365804596,38021,20781,64583,35,14842
37237668,3567,1048,320026,118,1104
113528897,3579,984,16246,30,697
2707005402,4732,96,12700,33,3308
71134961,67531,16845,68466,2801,93
292773447,15464,22,837,30,4
186738339,93195,7615,68095,166,152
3894870256,505889,19452,17,12,3
250793190,3093,837,11896,56,4203
388779776,81505,36900,319716,462,182
16317709,4326,640,9107,111,3511
175152778,1114,2104,2409,8,319
16369447,30296,86,15804,23,28
3593344575,3615,169,125,0,629
42882001,24795,185,4134,248,451
527668929,10059,5610,13842,105,819
1621337209,16653,738,2753,33,1087
51632351,2275,2473,40222,28,43
716954604,39059,12448,43502,69,1892
170372111,18661,1199,10848,65,835
28765182,1312,1629,4401,9,876
1214280012,4174,284,66,10,177
166225105,115029,43172,30794,117,4968
85824736,8469,0,7319,310,293
53327614,17321,1416,4423,261,726
28125322,1622,1383,11983,44,5099
2707046850,6462,123,12677,36,3661
2796143199,4401,27,97,4,50
121929616,10117,71,524,88,84
28264755,21826,8631,44208,188,6
44801387,23455,411,17472,95,14
998549036,18080,1120,19410,104,12845
32828540,11950,859,28171,69,128
529960350,12097,568,59190,171,950
312420308,4589,592,14466,64,636
19711553,22444,298,15377,56,0
82549842,66808,31346,38268,140,461
186924730,1833,112,1612,11,10
65086099,1713,793,127135,26,574
29831602,44790,12729,194,64,15
33289197,2652,225,7814,28,256
296579625,40379,4141,33857,195,1509
229444481,10827,436,268861,89,39660
332675634,1399,1238,1704,4,2070
231058221,5299,0,3039,160,2
118896268,3911,1047,134808,13,2696
141621054,14412,4492,117172,52,5368
142597714,9259,4607,45315,63,593
62592479,7151,649,18451,79,4565
34393120,2282,640,19112,5,47
457117480,29817,19078,121344,39,19169
3452367977,1248,875,41857,6,1122
71053016,34484,2463,11540,37,6620
253702308,22585,27,8253,41,245
25065382,5753,1036,10953,88,69
90936749,28687,18578,4537,207,85
155844378,51835,2772,7533,960,561
11097452,2512,2178,15549,65,3025
323532403,3511,1881,27263,19,153
1020995658,17516,83,15400,24,69
50241010,1846,358,18923,28,2787
21296049,905,1990,4549,16,1466
536772941,1733,1045,44039,8,7705
36338001,5537,2459,186810,30,798
2713163408,14919,3468,17398,17,263
298112187,1695,699,838,27,845
39674997,2047,999,75523,22,85
28526390,5641,901,19061,38,41
316539271,47621,695,9216,39,4835
137154351,30387,7737,11935,35,9760
3017985280,1726,98,375,51,318
37442261,442,572,13415,7,61
2718302160,5941,100,3781,15,7090
24022587,2435,750,26376,53,457
234544922,3485,103,6009,85,418
20084821,8038,1006,18100,68,32
349463094,23402,10474,4768,14,4
22455244,4230,1628,4691,52,70
1727076216,19049,10227,12756,61,25
471714533,28496,892,142721,61,5855
199778791,138716,123953,58283,221,1331
95282581,4159,509,14048,40,394
1014432451,8219,2460,3874,107,6048
98118674,6158,2821,56008,40,66
54705147,4371,592,2213,61,7526
1395973790,11409,1265,14918,12,3237
542638777,317188,11421,8143,53,9246
42575961,6499,1311,12937,22,1714
274782434,1836,868,47966,7,74
95806533,2289,1249,4372,2,10
550903853,11962,4345,6714,24,40
147679626,17071,11539,4817,7,115
520668198,61401,420,32718,649,60
107506406,21832,555,33450,112,4731
299098906,31357,15708,8613,20,445
176866681,19473,749,60917,144,203
38593799,4244,679,7642,14,6822
855949621,1158,1913,517,9,5
47222317,2738,835,20900,30,20
2555596068,6095,307,21419,50,43
1642823826,601,1102,1497,12,365
37310474,52294,1146,22353,237,1404
29044989,14498,4636,33603,119,3785
30282464,47933,34843,26473,198,4663
26602945,7241,1565,52285,76,24
315815663,1871,226,18810,10,80
3127043423,43479,558,45,15,57
133114754,52449,39700,4353,187,1242
19259091,2259,331,1070,68,265
26271423,83657,72623,51320,595,74
531778262,4132,405,9029,24,2967
28486533,7897,726,44319,72,4437
573865845,1370,47,995,4,606
19415155,1552,764,37365,19,280
26435230,2514,43,16961,30,84
267883140,1790,2116,80556,7,177
36252969,22555,15805,53333,582,234
503246115,4786,389,20673,16,18990
52670727,7893,725,18628,62,952
538321069,2022,1886,399,11,21
141354445,174,421,476,0,1432
81652614,23093,8009,112034,296,942
792768558,17719,9254,91384,98,6472
377346265,5415,616,3589,17,982
74869658,13794,439,25180,208,573
48381760,429,114,384,12,41
20780369,4620,2480,59110,277,205
21293630,2754,932,155087,81,5525
122234705,4532,1403,180661,41,87
460213154,26626,14480,55352,109,19776
239042484,4834,2083,50568,13,19711
139600689,686,736,24505,4,20
38481690,1208,520,8534,18,10668
146960129,6165,4043,7779,10,227
265782986,1619,1604,29424,3,200
268941124,571,468,15056,5,42
36292434,1555,1114,2764,25,2
332555117,5500,520,1456,19,185
51187641,1422,70,2561,5,14
140544692,1899,1145,94752,4,421
229061187,2592,2494,54056,18,130
76704602,1258,1353,24511,17,76
15601054,61125,394,5948,856,17
23771604,13493,2546,290022,659,4028
32912023,34268,777,7666,265,270
319454454,5196,240,28615,22,1246
179801036,978,0,48558,11,1755
303438348,994,579,44931,9,471
28861195,345,747,7003,15,2441
1682326458,30802,2934,6355,12,140
3036872662,828,959,1548,17,848
30548779,23747,562,4198,470,21
3054407808,649,373,673,4,399
24486109,49669,1794,57967,309,6
154069914,122025,7,9166,89,4
40753695,580,244,12537,20,12
473660451,1763,679,37484,10,24367
307035046,4076,2309,7465,80,1145
52331659,4531,748,1951,49,87
116237927,1268,985,25402,3,31
63283449,1322,1392,2429,11,1735
15082810,10804,4162,28995,134,8723
1129778846,22585,272,124186,100,156989
224654312,1328,1012,35926,1,39
45768515,162690,91910,13602,198,837
258828577,1873,1125,8200,4,455
123195688,3309,1337,10664,14,34
229360513,1631,661,7555,4,29
1239498973,2407,45,94,3,179
245975356,183,108,881,1,66
1424345894,15838,4773,6052,16,370
531770105,2371,1707,67565,5,322
24530679,1043,500,22337,13,203
598599048,1976,1140,54688,14,20091
617432259,12062,285,133464,136,42096
319791968,1173,833,38954,3,49
69749580,448,548,18864,14,129
17652089,24241,2609,77305,178,1218
600550106,1587,639,10629,7,7102
198247298,9006,561,15459,148,1989
119082992,733,705,34089,25,469
54320051,1048,607,9683,4,8376
69423256,1260,362,91301,11,108
68333344,1384,1362,5949,5,18
34951000,1497,1982,15446,5,1502
255682928,1877,1409,55150,5,712
24855246,45686,22606,22705,2164,31
149630204,1026,647,11196,32,63
732664568,1590,2359,304,11,0
243629539,1139,719,21090,7,8
833612040,2337,1884,36393,15,13394
461786738,1022,1024,22171,1,7491
50549828,1292,1149,47683,7,858
2883197763,14376,9948,106697,24,24356
57154441,495,1973,1636,11,324
3012832254,4861,3207,1592,6,8976
333077190,1568,2243,19355,7,1933
30003185,1669,1975,6697,42,372
95073268,1690,1472,24187,8,132
40505834,1194,2150,2483,9,116
39342348,653,2045,433,4,32
441299664,1378,1337,34749,1,305
735391171,6060,3435,67339,250,62022
3327337927,8851,8359,1695,34,892
174741946,2914,998,34418,17,4684
151226119,2187,686,10316,37,1996
515355777,3757,834,99239,21,931
125932121,303,292,21713,9,1779
55640874,23165,222,7068,226,1
34077200,5410,740,66196,95,9348
32723223,309,282,1537,4,135
23026561,6413,3261,659611,1097,21144
44956853,1850,135,7509,6,14
25470710,2953,1184,14304,81,249
22108797,17193,409,72712,113,692
151090359,65897,3803,26069,101,204
22473695,6407,722,903,89,17
325348661,297,68,661,1,16
58416695,2040,687,6935,25,34
302020941,1446,400,23582,2,456
224436719,1187,1020,33713,3,76
45265991,4685,1004,7573,44,19
26978248,688,1971,2322,11,33
478812060,1115,649,12176,2,2441
35787166,20529836,3707,36575,62789,35957
623897537,2621,393,14768,27,14277
241549429,1039,926,5464,6,174
72577871,1429,1748,1954,3,6
30153443,324,738,1201,1,92
205044205,605,385,23272,16,4755
333521771,1626,1619,2680,10,2
29315714,725,1991,892,10,67
18605613,2573,824,20226,51,212
19310969,249,130,273,3,0
174087928,1243,1415,11803,25,55
24305523,1373,1420,9180,12,113
1330786248,338,690,9027,13,2598
307035855,863,694,4141,13,16
126159238,1297,1948,1015,18,8
46197809,671,2102,6768,25,16
63055465,539,574,12176,16,70
616568289,1698,1094,952,8,71
29827872,5500,1143,26783,49,48482
2328746838,1817,1782,1735,12,191
85225024,22892,695,59093,98,1208
145711798,29156,2433,19191,141,67
1650604532,1300,984,13263,4,7037
272533780,1625,2086,20088,5,400
574080575,1468,1234,58038,12,5850
748023408,1419,1565,4247,3,10
618560249,22235,265,39622,158,5366
16879651,7287,1846,28019,44,73
461581920,1396,1827,8567,5,75
305262137,1546,781,40201,17,14979
762000794,12925,295,4145,16,83
3411090779,1101,519,77,2,303
72003261,508,569,28977,5,43
156340412,869,749,10854,10,567
108423257,11018,659,7189,73,25
102561653,837,614,24908,14,394
25892592,214057,33043,65299,444,107
121202488,5058,4060,18280,30,446
91032442,988,667,41130,4,0
472721047,512,260,3057,2,165
167059246,7624,425,41283,65,518
29945665,6806,1455,34311,23,245
137925269,21067,2087,61477,63,144
2482410992,9560,58,1199,47,1319
56463177,820,2163,16290,77,4344
168325205,1176,1579,10621,18,100
358608367,1218,1778,2002,4,4
195771298,6294,2789,4708,1,56
56556026,651,356,54326,5,256
180521476,315,389,34671,3,25
221455366,796,908,5453,15,39
423755470,1316,2369,4966,8,577
378271980,1236,1554,1235,9,978
365241616,951,802,12380,2,2817
293598230,1640,1175,10053,3,719
422761905,5786,3372,23085,7,431
102263318,602,450,2598,2,399
427574088,3627,2975,11070,1,157
415198217,845,462,6447,0,9312
45208615,4569,3649,10401,1,1119
169612534,1410,642,35545,0,116
61814607,1118,1114,15724,0,740
279013780,1966,948,2401,7,763
38312399,669,1535,2405,6,23
372040282,5777,81,512,6,4
19327566,1463,2003,128784,41,802
78314058,14047,653,14839,127,89
74375254,38099,2752,19874,46,210
67267208,807,568,34470,4,89
297607650,919,926,28285,1,557
27602297,4133,202,45769,52,1554
2282798030,2490,191,60539,44,49739
3259607809,1074,1949,230,3,21
28117006,11160,8897,13749,114,1248
159750053,3411,864,6998,4,36
2460530845,757,364,4252,0,1325
290220048,7014,925,1767,6,134
974380190,1783,530,68516,45,42971
86550682,1276,1015,15341,3,31
72749634,619,599,31480,10,1227
35598508,680,1329,4705,3,854
243487644,929,1980,3613,2,46
358007611,3735,3007,99416,11,3402
17975036,40047,3958,40281,534,847
388049089,886,1002,29122,3,131
21989652,9509,481,4368,20,142
220888990,1318,1289,33940,1,252
181316113,754,1499,3483,9,58
2998857910,1564,1753,604,6,145
2730893711,4497,1383,5169,10,763
259559280,579,243,9898,14,319
521629234,142,81,1351,6,19
17930768,2376,181,10979,32,734
326974345,839,1806,3036,7,104
54248345,14179,4829,165219,60,353
37856522,4631,248,9073,23,8
25075622,471,1037,30615,13,1397
111052483,15805,401,11514,100,3683
18433488,2324,897,28983,48,905
35609822,513,405,11110,2,4046
16604906,1558,1117,3007,135,1020
24663160,2802,1377,15195,63,37
329217103,529,458,71831,6,5386
538609496,15111,10823,27551,11,7547
359061871,970,1733,51271,6,18
539002608,1065,2016,4031,5,1548
204986266,1141,2202,1149,10,14
349396077,3856,2117,94567,30,713
607367990,1581,1671,273,3,0
2588033013,2801,1501,70025,8,3252
161969878,1852,747,15985,23,767
174612923,4762,325,26139,61,16
550618989,1189,545,10728,2,236
200120107,796,783,11549,6,353
130812452,2507,2292,8518,14,2467
230988910,9946,4247,65616,21,416
269575464,1000,880,14022,2,1723
583371321,2012,737,7610,19,1
41803478,744,629,13871,0,1569
83001580,739,968,36497,4,200
35510953,4361,1545,9512,59,630
374518340,706,714,12092,2,616
58958807,2881,2430,145392,29,3479
1536318691,561,186,24541,7,74
2223969871,2306,203,9395,18,11097
624763922,795,1942,549,6,37
2383666928,496,433,5226,3,2479
1966117267,5522,1948,892,6,130
43128751,329,239,9929,8,15
1691771868,611,488,15507,0,3019
102885926,4061,965,25724,18,7
732652830,49,44,343,1,381
1380544579,95,244,1775,0,496
159202935,479,176,28348,16,2149
928166527,917,1203,1280,2,499
195060989,506,999,818,0,45
156589835,629,435,23448,5,201
103686531,2716,1945,85981,22,239
31450306,25562,12154,68297,92,1336
1529480204,455,404,12917,2,4453
262156575,1307,368,39103,48,12903
29822119,5159,2925,137226,142,1
359217620,1003,940,25426,5,1453
324738646,155,175,16971,5,148
102395936,712,1518,793,6,65
346408078,434,956,980,2,158
232302669,18761,5079,48688,210,666
369516112,2948,1513,141033,26,203
331462656,919,257,17639,1,978
213734604,1418,465,1318,33,202
3302783431,8689,467,969,12,13458
3262890517,1105,719,60,8,225
2458119553,16370,3545,45165,11,25940
425457502,645,403,24551,2,11514
223704009,251,255,5409,3,219
130957581,364,1346,806,22,14
136788657,3956,993,14223,46,9253
1523256108,142,219,8896,16,7456
31464519,3700,1341,29146,42,2
2845507379,4203,627,40683,33,13820
162523274,16170,3647,31524,45,5365
335379110,24048,17902,28518,36,24202
557289742,7490,4588,5095,32,1821
17353001,3914,2525,29606,284,1283
23710147,938,975,6044,14,111
26901956,18866,10840,41513,50,4710
230980724,2052,901,89281,9,3128
3233848924,4776,18,1285,6,0
255094049,27559,14675,29480,44,2026
255952907,4811,1192,77007,22,2225
360260091,583,519,3005,24,20
91433565,657,46,1252,81,212
2253675304,2288,442,20134,7,2442
248041208,969,644,29032,16,9105
1724513972,1465,703,86106,36,23332
32212733,3244,849,125688,37,17621
298385688,484,153,49604,15,351
284349783,2839,1435,87189,16,16105
479191775,3443,758,9135,16,3532
23948113,959,1184,8707,8,893
2754803800,922,622,20723,2,1885
235588370,806,333,41990,24,865
283922774,281,447,8607,27,211
2767575009,2310,1829,25016,7,6628
2328451880,15001,15215,104,13,52
1610284687,5499,3935,56591,32,22782
337888788,42345,16979,18804,106,422
594388635,944,799,38264,4,853
105854106,17070,17248,261579,94,3428
31000974,1214,520,144617,25,141
2459713892,2128,941,2793,2,40
2949589463,667,273,26064,6,6368
32260596,1438,1107,127099,58,3473
95961611,1056,657,153955,29,8416
238365719,3081,999,93168,19,24040
282607631,2469,13,160,3,6
702924924093140992,322,407,5350,2,2122
319800449,130148,53,165172,218,8294
48335983,1655,14,49,145,0
90540546,1940,1140,83373,7,1227
3221074905,505,282,17199,9,197
129079169,10787,341,3144,7,1
22726045,5276,1761,51913,108,255
51215303,133,256,113,0,0
120567908,2246,1559,41669,1,4236
31606369,1160,528,78092,23,3392
245604321,1196,627,77875,21,2130
238078160,704,804,10876,2,267
241529459,5941,463,121496,42,304
29075758,1128,899,17553,4,38914
3086676995,209,189,12727,7,694
56539704,8987,793,103277,344,2113
445158149,1551,16,355,11,0
174041559,894,676,83996,10,312
25956794,1700,717,64995,26,477
24229640,6386,754,11004,50,62
83717016,2956,353,3134,49,3
162412518,1784,359,69822,21,449
2709196454,6875,61,14165,79,600
77751178,1874,1280,16695,24,232
319393651,1366,981,91321,23,52002
482569507,1851,311,14703,6,659
100859157,1850,417,117346,37,16423
44978706,147,392,6500,3,130
403140465,3319,1272,354,8,392
269881186,2969,1746,77962,5,24607
3283479404,807,156,968,12,1468
3231498631,341,482,8363,5,97
160983677,4858,1133,136851,20,191
2839157637,1513,772,24452,48,38071
441476285,6301,506,21482,49,1686
144215981,2309,1888,13940,98,13
37530335,1908,336,903,50,709
324746245,7447,223,11239,15,3257
19099798,18161,5327,32576,46,259
56881078,5682,285,6643,83,0
754652118,24928,4461,16516,25,101
24880944,14334,7565,15860,86,3557
49690692,1023,846,12004,59,1239
17352404,10792,4406,66035,85,2087
238696910,1399,480,55056,5,2870
2709790752,7378,181,15453,42,5181
2398093621,27160,10670,3141,30,375
1877089902,21067,7870,4708,13,21
257038974,10118,3201,18520,27,98
770750358,1966,876,149590,61,4423
277159858,1769,438,10110,3,547
63667185,3003,440,8008,25,9
78067670,212,1754,41004,12,11248
23333765,1535,1329,33449,22,24
22114367,415,163,19605,6,306
163898202,17509,5357,111687,32,863
1483894496,1051,714,31412,0,7104
316406659,42968,30110,15265,19,1329
172609511,8724,4590,106927,61,1547
1653465342,4246,430,1131,33,536
42267164,24660,4900,128822,53,1146
2463400856,1219,1057,10457,42,18093
2836654840,1201,265,869,11,59
366800196,46353,4320,45394,45,0
64536585,676,420,31761,9,1099
173180774,16179,138,48413,28,525
112905973,1492,498,83381,15,4101
59299010,1057,529,21016,7,399
33037262,3256,1919,17427,74,187
67547908,11426,1412,55055,57,3287
16217582,23364,2215,4626,42,15
152571462,22165,0,68,104,3
707296736,1957,1892,115705,55,22288
2603975293,19865,9768,16,22,57
423652586,719,472,31781,2,9656
26900744,832,1151,13226,25,169
47274480,1867,413,50166,12,3671
146992970,5193,2934,262476,43,908
25474584,1877,1973,1086,27,7
2553092429,6280,2699,73464,12,3247
86096699,746,647,21487,24,62
268613584,3795,2994,348135,81,3048
19272675,1654,1979,114768,62,8843
239988835,13827,8532,11856,15,9706
20338708,2507,2165,90,24,3
188202346,15237,5492,17852,21,8148
36773760,828,494,14454,14,8732
26444929,1936,1522,161618,61,1269
86230399,2586,72,2414,199,99
105166558,13445,324,4252,11,3691
2551321093,329,191,24665,4,1271
20320203,264,106,5580,19,8
4175134994,264,0,47,0,162
223215718,1498,75,2808,16,2288
770377466,15895,138,30868,19,812
2906977930,1060,276,19783,5,5389
112635389,2508,1729,11947,75,0
368374295,1639,1079,62937,15,304
440265167,165,103,411,0,122
106818466,2943,683,107821,17,28883
161775088,2668,627,22320,22,281
20494656,239,235,10825,6,2
81681525,776,1016,11882,2,2035
36615683,1278,599,26142,25,765
279524764,1452,1889,6896,5,844
21627045,2029,781,114926,50,232
71399434,192,39,5,12,0
2911511198,11341,5,2244,18,1496
167168834,2429,1840,2908,18,10330
39657729,6324,2558,29309,34,175
29320545,1888,968,61835,26,199
27026893,6542,53,46,221,0
231650209,56588,9457,10669,95,4577
336765060,9732,2829,172426,8,457
43622955,7452,2154,31970,31,216
38616633,2134,159,3648,23,0
133367475,5463,1684,121884,11,2280
116955082,660,534,1601,10,20
2800312402,13171,5,24,27,175
290835060,1859,995,14898,13,4616
177355495,790,83,17736,11,15112
146720110,1671,1499,8220,25,5
80288924,1949,1058,51635,34,126
1104485263,3431,2183,122374,21,74413
6238402,631,2,1,16,0
159037127,1577,81,1936,4,23
90058330,1503,675,23273,17,773
1529594562,411,309,19284,4,2161
244185377,2024,1029,9119,23,413
17939721,1266,2010,4938,34,1451
35742668,3367,1514,147973,80,20177
161895860,1466,1011,124314,8,326
31525897,2227,528,39441,47,326
19274689,1008,90,16218,22,0
174072776,231,488,1082,1,965
14517926,1104,40,3188,46,177
866960550,4425,1784,8051,16,1079
52588353,10104,3954,95196,82,1160
37298810,31595,2505,2556,54,2000
39192765,1675,229,60871,16,314
459651603,190,423,14407,5,1188
167187473,2410,2011,1953,3,1853
38447698,2886,718,20670,51,178
4369411,2151,724,15127,80,1579
131707292,2878,663,229681,25,5817
14982074,5640,3138,2372,136,9
119530496,1120,156,16760,34,98
517825636,514,0,58,2,9
182676748,6371,852,4027,48,3657
75242548,2453,948,92803,19,122
33484818,1525,774,21249,17,119
312347506,5402,901,99930,7,10058
1514094120,20755,676,3863,37,5
14293713,568,232,28674,12,10699
1173475368,3035,1334,34895,16,25890
33021750,3125,2000,231339,8,1714
3242680970,39808,79,7624,1,0
33770237,1793,998,39618,57,51
3040361210,6520,4102,42289,10,5893
532893645,27723,275,47457,27,1212
222432804,10348,2225,1479,112,10
8874482,920,653,14600,21,12
2897784427,1209,799,298,3,4495
126751243,11374,566,1222,2399,41
234421491,1563,1084,58821,11,891
261489249,11342,6362,30308,154,1087
197538040,22612,12601,40828,10,6125
323830087,7165,2076,69706,154,2075
499357283,1459,682,155294,12,10537
307578579,1451,957,88771,11,783
38086801,7408,794,11829,48,169
334334777,1538,795,51306,4,243
1579688708,587,1159,3138,4,1372
51481722,1378,880,44300,12,512
478672044,11944,508,1971,32,8
118825929,874,693,43135,9,10092
117249061,296,162,1707,1,1827
298697466,2890,1315,119718,74,4932
805151096,2927,797,1198,7,136
55396536,5954,2680,113547,42,856
1135127156,716,475,1446,13,418
395604787,5007,959,55016,17,1508
235789441,1443,264,23564,0,455
968989542,1814,990,36694,16,15918
22028314,2059,1494,2190,18,205
139918265,61371,61646,7941,26,1853
54564917,1330,509,234,23,13
7990962,614,650,9697,25,1626
44813955,997,1012,31278,33,1946
609189603,4796,3476,9820,75,4171
42578914,717,245,15157,15,1156
293648834,6870,868,8925,11,691
423010765,12680,6716,147472,5,2340
229920858,2582,986,53591,10,284
152032630,2554,1141,63589,33,71
50443023,14851,3279,394,10,0
100619199,2371,2195,19586,22,541
201750980,1345,612,9911,9,5
2924949642,1862,281,44493,38,77443
22400909,1082,788,23932,13,169
355307862,10190,5709,36997,11,1294
304124267,4073,2058,47781,2,6881
223959675,1494,377,30784,23,619
25955505,1925,1193,27062,32,1401
26521812,1175,77,5506,35,35
92918158,2228,595,8715,24,42
1733996509,2784,377,22629,15,2794
68158658,1472,887,22434,9,376
525323378,1490,139,145,19,271
529918299,10509,217,1306,12,345
20719002,2708,2091,19187,34,41
313655135,1926,258,175018,36,1041
182843979,1168,784,80197,11,20531
3104865680,3000,2103,14570,6,10128
4043424466,1509,234,1256,0,8535
1441686632,1405,328,161398,50,96367
3866395814,2496,292,3717,3,4066
572725715,2453,1452,12580,18,414
1355369586,1271,952,32331,13,13320
1030900164,8917,149,63513,10,7946
435689858,904,126,3972,1,415
85963407,923,670,7724,8,16
86536530,84472,11201,5526,23,147
147462488,13026,10566,17898,52,13
808161552,1670,1037,5330,31,3184
1968833036,4908,10,8497,2,3
172401715,908,43,60,21,0
25766856,1181,147,41888,47,97
16162527,915,604,11564,31,487
3042967567,111,13,32,0,7
151731191,3673,1539,67576,6,1078
2223860267,12768,1903,27080,39,117
