userId,followers,friends,statuses,listed,favourites
17112878,56878,370,9303,1187,103
34889448,145963,3625,3490,2158,138
310172617,330517,352,3164,1585,467
116900697,188456,482,16425,1591,250
2835962353,264673,549,9394,519,9318
10933662,480681,34876,5693,5534,94
52360480,93121,3211,11563,619,1554
1397342508,123811,420,9336,2554,300
222436278,354844,377,58623,883,8
145258625,179014,15745,22282,225,7405
29994840,72172,868,30211,2915,331
1635682309,21488,356,5062,296,521
22153607,52324,10254,97313,721,6966
577403888,101044,880,16928,599,3717
77292827,16872,694,109778,164,2451
3281853858,70445,309,1014,389,0
214479231,357271,1157,5456,690,148
38681183,138060,421,10754,3598,64
20204927,247596,507,12002,5000,2800
1176994477,33996,351,14909,688,90
17990267,18669,1478,25068,208,199
20583993,670702,574,61607,1754,65
14352556,261777,13108,81251,6051,794
18253799,266364,261,1231,3757,141
87809737,327235,752,30076,2111,6996
57280159,129813,2859,18443,1534,8260
23614207,198593,10907,46755,1455,25102
20048111,100945,280,10949,3040,34
236891946,188859,1910,120977,3102,7018
78805110,71777,309,31252,1555,190
1854981890,19273,106,915,347,22
160946337,134362,159,3053,2513,158
37823344,383329,1535,49916,1689,1123
15133627,325152,53710,903134,2186,3234
2420020489,367244,94,12501,458,1230
121254571,178788,5300,19190,1029,14761
16582027,449370,436,39495,2319,3437
356314667,140611,215,23928,1413,20759
22053725,101366,2449,12593,2459,6591
349157263,968469,821,4206,2147,49
271636708,153624,250,9023,1518,1757
2428796856,111593,48,648,724,1
180765073,43019,4410,33256,339,64198
3060273454,862,151,447,17,137
19110928,246328,218,7738,710,4012
1435811695,528150,1045,5036,906,12
778434114,390890,346,25858,649,6712
15256225,454255,609,116084,2966,2184
138526099,429076,53333,55237,2745,1871
19609162,291452,62,3015,1032,781
14138300,228611,729,2025,3579,14
32353291,72418,594,16920,2780,1291
247901736,118463,789,5231,1080,729
21532770,613581,195251,24957,3603,607
369504509,527270,5785,17820,797,709
93759830,230382,751,14842,1560,3655
14616022,54966,13,5393,1972,0
126002546,111463,402,9385,2455,630
223841564,323264,399,4915,1115,39
288000034,1043742,608,3233,2617,53
160854627,22725,26,3867,81,6154
2691552012,14682,213,1191,270,1003
18307793,477173,88,2638,2383,64
21312378,63178,78,11267,1710,1
14791918,324396,33194,19680,3737,2852
222129280,49885,158,3774,542,453
17064593,226114,1265,25419,1420,4614
28567809,117390,44,13137,3288,3644
14305399,35595,446,73135,1696,1571
583188020,451188,35,3429,1940,52
20952009,413191,1821,31901,1401,267
256949275,114092,261,5476,646,50
56838279,44316,128,2338,980,0
14295156,367260,267,10190,2289,1119
31083978,295454,2583,25990,1848,3774
288309667,368938,225,2612,750,704
16890969,262789,8,16780,3605,744
35175054,45080,638,5118,1538,3321
234030846,21990,1628,12588,1276,348
71341675,42466,3252,11836,421,46
1907183887,34144,827,1293,65,126
278682576,197782,493,4200,779,5087
2252616702,70083,28,7207,520,565
161485553,2165,1233,7581,84,2525
2240756971,9089,144,7963,323,13
43852658,24745,154,13484,2757,9
343326011,394673,400,56579,509,390
19907085,96512,1328,82388,651,2272
20315513,179146,793,7453,829,1646
65033270,43610,115,27785,333,296
1710530342,12925,33,6050,463,2
2251588934,570420,157,29267,272,665
16639736,148390,4055,75501,2301,4646
3448716797,127956,117,3559,182,155
23989491,148328,167,14703,1100,3303
22392838,228737,3056,8399,1665,4880
205392468,75872,442,13433,1397,230
7717612,190353,1563,19681,3204,2648
2181233851,562665,1151,14611,551,3470
97442036,322969,3,34843,1139,49
28220400,401488,385,10337,2209,1292
334053327,312951,45,5698,1935,45
148376661,68254,355,4591,1000,546
60395840,176820,775,8845,2657,822
26566469,86568,869,73948,2803,1300
35551733,131258,321,6864,1627,1796
41160983,40198,1265,2552,368,4952
20193270,185227,1158,15130,1724,986
21829242,252570,2599,14809,1681,1260
20329672,154159,9760,21200,3645,927
97690357,745507,439,6651,4957,3
49081543,645685,18,7188,1749,10
113696592,376822,60,2175,2297,170
32357365,69774,78,9510,2112,3
16803602,88319,2910,121478,1173,618
87818409,5460505,1111,233888,46513,142
19527964,90975,372,67516,3782,1912
22097355,5850,512,10993,225,24294
378323538,84978,101,2343,723,673
131181559,5668,4608,5489,152,407
110470547,15029,1396,8933,74,1924
21751830,256820,12718,26328,1478,17621
18509466,30251,216,14112,832,1
2831909250,4327,8,968,57,1
2992751,148111,418,85150,3612,483
61691554,93054,546,13874,875,27586
397349361,86901,537,4329,959,344
306330832,197955,816,7974,513,1287
3150940290,34484,28,6679,382,24
4418429837,47858,127,2735,192,106
244243477,301759,1144,19180,1319,4458
1629810506,119194,153,3484,93,66
114669777,357470,12953,9028,975,1028
38530021,108410,1908,13985,2042,2211
320463544,89025,948,6921,865,12437
65356637,474860,3733,44153,781,19872
69671781,78470,4425,13296,1491,3175
23735975,105829,2736,20202,1134,233
21920965,126385,345,4818,1293,153
16543775,154340,2130,114611,2768,608
15811202,199270,820,12420,2430,1114
1482663290,242700,810,18167,395,5918
88617158,222962,98,6908,1226,624
206348770,112300,142,3650,231,462
32355144,50488,88,8005,1502,0
20560313,26770,481,30575,182,73
3003172754,47273,7,29,33,0
81163402,33275,1218,5243,1155,1308
2377837022,97034,97,693,513,20
785493949,403847,428,5465,626,8943
1465549688,7726,1120,3583,226,1601
22816358,153172,2406,34600,586,2026
42535805,114229,2,10637,934,5829
19936078,46833,735,13297,1832,4947
279284977,183912,1523,13519,119,12306
19226316,38630,5937,10475,191,9466
15096637,39702,298,62330,350,937
552537503,18980,1313,13437,214,325
1626294277,532685,110440,6491,2411,1
53660409,73465,877,25440,1729,2477
29871826,83671,231,5143,1841,9335
123520779,58708,1445,5694,685,3078
43355844,138889,315,32034,2691,19
204870137,126527,232,10697,1325,978
476194486,108393,7865,7616,293,11980
182503471,138167,686,30526,2119,53
22057968,82430,1194,9114,906,886
24000965,199023,81,19362,2108,1273
18944397,57232,647,8673,2031,970
98247788,15756,781,5761,607,7085
76136090,251083,3623,25564,404,9664
57061489,196662,298,9150,1041,2735
951840618,292303,585,2515,490,4362
147463326,88053,26,27203,3232,24
1335093780,178864,216,3402,712,273
8334062,483820,140,4068,1652,1095
246808113,25858,1833,17346,296,9517
131123396,192080,116,7625,1823,11054
3554671,93481,7013,269909,1788,12291
90057442,202564,195,10217,1725,73
16005075,141548,7707,9457,2047,23067
22783783,115325,1107,33447,2738,1231
85874860,314852,1798,9924,858,1950
255869083,26952,1085,4602,312,863
273665871,53227,335,17204,411,1811
257647552,159797,375,6390,1030,2119
71679123,69431,1894,9771,1253,2717
259348680,133791,1247,8715,312,5347
32358296,41501,183,8116,1311,6
14411304,101164,175,159751,2444,66
14955722,127259,781,117944,2384,1176
15065333,22749,6342,13741,415,1458
2380259108,26378,69,31402,358,275
106498703,107637,471,26480,1454,322
38075934,125829,24240,24194,614,22147
1140280051,48918,2000,38895,226,3382
3232054991,29351,1,2053,547,1
3125154047,122479,403,2610,1047,1194
194732581,64232,711,23459,974,1466
373604983,15546,635,26544,538,732
168423969,362328,149904,19792,2153,13373
228747444,96640,1588,1919,1571,4
94588784,46120,261,5620,758,130
320519342,60460,189,5690,721,112
175534926,36588,1053,3716,445,901
58901718,31223,545,4902,371,2342
32356101,28692,455,10981,562,6
1159633375,152579,288,11112,254,11667
21311706,69866,131,22170,1246,21
14049061,129036,115,12049,2430,2930
2647904004,144377,217,171,81,42
29716569,97462,1448,16299,1092,1627
875771341,94847,280,4244,519,357
113707249,75160,19,728,1456,213
382129509,30983,2727,21279,1022,787
73407846,31590,116,1101,1014,262
1061185975,119863,49,3487,716,455
20765559,30639,58,1900,823,0
284201599,17556,505,824,119,54
2425882104,18684,827,11093,163,2408
197347638,133965,151,9958,674,21
19336016,243906,454,5792,653,3026
13492102,27669,1726,32982,1462,6706
11877492,120731,233,75572,1605,63
215423552,37413,404,3827,636,17
38228095,62717,1449,45783,1699,130
36484419,107884,178,39542,1093,1869
218810394,253102,2380,9178,104,28801
32359545,32368,268,10797,714,1
66339576,4289585,8496,68959,7682,4873
21641130,52586,1863,5122,1108,628
1349849700,51269,277,4933,292,863
326844170,372675,483,13622,457,785
174816561,213660,370,378,734,1
91186036,152066,314,8974,1326,86
22190567,94177,1196,21119,1924,1692
432570714,41793,22,599,817,5
68726905,231573,200,9743,861,549
82050459,56854,600,40785,1420,177
870731426,137621,432,5770,879,162
42982108,72627,646,32,1844,12
19911886,175621,177,19068,2632,61
21878458,36783,759,10422,1295,88
77270421,33758,1360,41937,423,41
242668238,129434,3091,56515,553,6870
83521919,37994,1506,22922,1150,198
369507958,12557,84,337,285,0
333168411,460196,77218,3108,641,0
116009193,23760,2122,6980,1382,1216
199792983,172907,126,3754,552,805
872695783,113015,44452,15738,56,13536
498177610,1255893,12,8756,1262,5
1408003598,34134,158,13836,1039,44
14933526,46063,390,86047,438,115
2357600840,274508,71,1120,238,8
462713071,10923,197,6539,37,1038
41079443,43513,4130,7571,1283,1941
514933476,33706,662,3383,304,4540
45887164,68976,2025,16591,319,19
1568105364,113162,212,4652,615,1957
487736815,3663838,357,32432,6211,1595
19287037,49716,7937,15946,1158,894
217616314,34819,1847,20740,1085,1033
148354080,38857,2834,13615,397,2038
56381219,136726,58,26620,1299,21
1286167610,37250,312,5651,230,1825
546447987,44733,56,2312,633,969
209477281,173610,106,2482,46,421
15398780,153435,70,14871,2004,2659
321755534,14116,1040,9772,162,2634
22024083,31682,1188,6942,674,1881
3587374754,57520,193,321,143,151
17653260,36237,19861,11109,710,9626
441938188,29454,1137,7300,749,1195
249733084,180260,1933,94357,309,4255
42487875,46128,1408,9577,224,382
110573670,17112,68,1067,654,9
227203126,137654,2179,10008,95,634
37442486,51225,449,44357,1478,236
14693499,69288,779,67268,1298,2093
342309995,86219,28601,35959,1955,35219
360737269,246430,244,912,584,101
2400643741,93595,66,3003,318,971
3187026492,40196,38,1054,350,170
25854032,99050,179,29447,834,533
26077191,100798,936,31181,773,3755
160298112,187854,306,15059,651,932
359630710,27407,5400,9145,437,4374
19083469,163562,56,26902,1161,248
15846407,57705963,36472,12178,104941,302
346599231,14391,215,5420,407,676
39025860,70878,45,2176,1054,818
63873759,103519,120,2641,2690,183
24253645,122163,5166,2033,3588,1
21270268,35815,230,6600,975,946
16906785,35941,476,2355,726,15
243405235,247284,16,2309,1358,10
391458513,9208,9,599,94,3
28233167,46315,1898,16994,703,155
263885358,115821,2072,5771,493,8930
93665089,232756,1,10119,267,644
84296077,30174,5092,6356,532,666
18010530,66732,119,5256,909,1167
38601171,16511,455,5049,449,7035
488620840,6821,250,1089,102,1364
14912751,89005,1026,4834,1360,876
465680140,57648,222,5073,471,792
33307787,90715,152,12670,828,46
2385749072,603438,694,1225,686,433
251441174,13606,906,1170,148,632
307478701,507869,77,15166,3426,1
76972169,25089,1330,9456,421,1110
309929507,64542,1502,69250,446,19168
15776837,87798,1978,59959,2184,6891
3433099685,11547,1,234580,242,1
32995539,44689,17132,23049,649,13951
15267066,34958,1137,17000,305,250
121162178,160206,823,14079,379,129
58942338,4618,593,3750,195,442
37718217,27633,1189,23859,697,7497
16956152,16451,235,3190,538,219
317173156,37613,636,3875,524,52
180372092,100274,306,88439,254,7269
18055613,34877,92,977,1473,33
15738935,18778,859,14407,647,837
15736836,92883,17626,102657,1351,428
25269773,7845,1093,16307,160,2453
627222883,73626,478,1359,223,758
202358441,125083,66,7224,254,375
412303032,16184,1616,11597,503,998
26417909,109932,265,61320,1076,120
2526786750,43417,1645,2231,183,1745
46207641,12364,522,5624,308,2418
17322737,154287,270,11678,1057,21204
1173045517,63860,45,1708,562,696
22092470,42372,7093,15103,447,1392
223399512,80752,819,30736,195,38
3042939784,19185,33,1338,159,1366
21507989,39360,128,4828,1266,1051
11838222,76172,478,4565,1084,1296
2330963108,28762,206,1852,257,483
15639026,58661,158,5339,378,29170
30684471,83043,161,2934,640,10
16342817,116960,3506,137391,2282,228
2980129686,55051,107,8354,284,88
15383825,19828,8429,3349,1153,1727
14388508,37694,1316,4438,563,579
242883110,17523,626,1557,406,374
26458099,41939,1541,27226,304,95
28358405,51878,1725,26952,705,1627
67383778,81265,2122,26833,408,10736
1288485038,82132,300,2623,282,2294
1184096144,104936,37,2455,493,1385
202530190,62073,18,566,589,7
18149190,842500,1543,12524,345,3700
178077812,23790,5194,15134,997,7613
159299110,36675,762,22357,109,1993
90242391,18136,839,4459,280,206
63525534,124174,744,7714,616,1149
30974408,1571213,30642,24179,6774,3453
148821929,68914,197,1792,1115,72
104963798,30446,225,3387,517,1101
245678731,44751,2059,60971,78,8084
803075100,72822,408,4641,305,539
113447429,105179,1064,2756,264,203
2547003223,111543,18071,12815,156,2975
14605055,16447,533,3526,381,555
233783568,19459,444,9938,527,53
25920031,120841,504,5440,761,60
263378242,45457,2156,8472,361,5439
267270528,33779,219,1714,485,67
112605001,148943,77,33649,757,27375
317187060,22673,4134,8777,676,4127
70984741,30967,1772,5058,748,244
386510575,48258,11,113,766,7
435638365,16855,589,11414,71,1697
633067584,26515,766,23632,521,139
25401682,105993,4067,43658,289,7729
1906234147,3695862,5615,13546,10863,100
237715569,13464,1378,12085,188,11198
73593143,2198682,999,24606,4917,1297
618336955,3114879,42973,18410,7515,5137
551149727,1890042,1740,50275,2732,1408
3313347178,37820,213,1978,17,748
179182531,21778,585,18197,233,26760
15904669,83010,2777,12569,2031,1263
136945539,67433,48,8337,319,1663
362400545,7980,195,13805,102,11799
14142740,21897,1886,5898,711,7408
93492604,227076,3750,34688,308,3367
594039505,27933,102,2007,266,376
282713139,34551,259,2315,350,672
42561989,9552,24,3472,51,2187
514033223,11551,654,5403,333,1611
118324332,61795,802,6818,403,2573
14916494,54696,5947,9646,1120,3882
82640260,171549,269,22469,1071,8
1622569676,234316,190,3623,70,2796
1178395218,47185,54,581,419,11
394183331,55630,549,1860,220,1387
22143532,38571,119,5108,303,1053
93926107,9148,1117,10234,418,5269
3874977225,6161,29,891,156,261
49149077,79912,131,4454,453,17
41390601,16689,732,9486,154,2260
27690898,30570,5671,6393,1269,2200
15768116,42590,3386,22956,799,320
2849322795,41994,251,5991,141,26
266791236,44576,526,7762,846,253
30252697,44652,36,33392,1257,338
26545250,78268,10173,15960,1091,3781
55245946,27042,450,1274,245,101
26799530,35934,407,26660,767,35
287018861,78756,11750,9163,247,9177
47779910,71904,772,4737,1612,35
20645208,127901,3095,12297,370,1143
17602585,21909,5905,8838,550,2819
989495850,165893,374,437,523,91
74294087,111577,420,25032,373,1584
21986815,29540,1873,7036,1061,3262
45342709,73098,923,20966,644,1057
394078527,54646,26590,4518,385,135
27331177,68582,1792,76604,706,6397
19539377,28860,17270,18092,321,2227
2601559267,55326,852,6431,74,8838
2800292898,58437,869,6251,267,11170
297120322,49728,274,4990,516,14113
20665119,42340,583,28992,188,223
143825602,200802,334,26614,356,60
3316382827,5927,95,940,33,2390
104121043,102535,57,2623,251,0
31414290,114817,5916,2608,722,204
204048728,11459,525,8814,178,26666
36108089,9776,237,1585,233,44
150780817,155050,1520,16387,546,131720
40844092,80438,78,6258,285,245
25504390,27638,67,1386,1082,191
13877002,77211,798,110527,956,721
1245158946,93538,334,41832,315,24649
515752079,16591,1053,1584,291,1993
423424728,112236,356,12958,441,1565
20248699,59158,146,39665,758,994
1181472344,17281,833,55322,588,39
267690258,58241,8729,10086,420,2037
76032498,60698,1165,4045,443,957
25368027,65765,1486,33937,754,619
632612101,473209,1010,86,492,54
567328413,7377,136,544,67,107
523512145,1218280,465,26435,1763,42
22741371,30110,2645,64380,1188,4594
189652312,888356,29,47411,2684,11
126370504,1665584,8114,5364,6334,474
468010187,6544,74,1965,121,1
2977849811,36047,746,11121,253,1645
228866701,11596,439,29982,348,13
10876852,1653825,1178,109777,31868,2215
349592956,133221,1527,103360,562,8841
75704849,7649,442,23129,55,424
82062348,13688,272,20284,151,96
144884794,637620,972,17203,3198,918
18066629,10882,1682,7914,490,2363
19396413,112612,512,21676,1646,6026
14137190,14422,443,3486,304,1953
19496021,52577,115,6688,172,859
2714672935,13392,78,9437,145,667
1969630836,316342,166572,42363,2835,200494
126620688,108659,583,12103,150,133
29948807,16259,232,1864,419,454
1633562310,26580,181,3220,226,2888
143257853,1155357,287,16673,3126,799
309132229,50845,2439,1884,332,1333
19110632,1861402,626,10210,9833,1186
318766771,57752,1153,7399,362,13887
120534622,33822,1074,6752,257,7478
159255994,58318,1590,7439,1137,168
875974482,32628,46,1877,251,3259
266761504,70537,33236,45371,846,3118
24922704,114781,971,38148,838,347
189280347,64101,11052,45653,379,15103
20474740,99393,2952,38257,711,415
1248618782,12702,877,3496,57,193
59417574,43154,689,12327,1010,1195
16452939,29100,724,14256,595,1239
16036960,19405,765,5086,1019,159
32897787,13474,1090,11875,193,8806
23827896,69489,6375,4656,351,27
23808059,17663,978,1854,714,1578
19837036,11163,1948,6273,736,3485
46020276,39053,620,26581,516,716
44943260,9281,608,18737,153,13294
26598119,22361,34,629,1108,2
772423117,48041,1250,4806,214,4319
15987393,227484,172681,1402,1157,1458
1900720267,357617,17,2242,2347,94
29890699,67619,8053,8026,491,10071
22997105,64167,4486,30314,617,12685
55932298,12711,31,6251,314,112
98853413,13639,1590,3236,380,590
500002434,92960,214,1036,338,382
16534576,88770,759,82583,1266,508
50057005,32358,268,32908,1349,27
40235392,90081,125,3547,981,134
26110078,33505,373,7533,388,1734
18911027,45641,205,31837,228,251
18685948,85359,293,8169,730,133
337562055,68189,411,36825,422,379
16407418,53936,1127,139506,978,332
1639058046,19168,91,2091,146,1355
270348941,23296,348,14286,475,557
231476876,158595,4843,15688,223,5839
35800079,24619,249,4419,625,648
185684821,12512,4266,20514,563,15025
74720323,8863,706,2765,395,1772
2293759616,131764,32246,4344,407,612
29011733,83380,66,136922,757,2080
23821407,20339,741,22678,302,4075
184637153,40589,963,126916,121,7629
3057625575,111137,10918,4879,924,24805
2944437138,164272,91,4069,235,9
598642412,16256,1439,15182,118,10065
1226701026,20775,7666,20893,298,7658
2863745719,7655,62,518,75,761
96717383,39464,1070,34153,441,1468
366999215,541255,2,14369,720,2766
26980466,24661,1464,10176,600,10301
228379737,155078,2766,41996,1496,16386
258923616,1060211,64750,31722,2074,1435
462487731,892938,15,4841,2244,375
183016276,140439,1421,17517,1518,8860
2274924564,431266,19,9405,372,11049
214648261,275596,167,18166,744,392
270860757,18966,710,1095,177,920
81487369,30241,555,4712,292,398
43699123,74816,40,9557,402,62
38719537,16088,525,9352,352,929
16451013,22105,442,1287,563,108
34301129,36094,18568,16378,958,2868
19351117,46056,1301,187750,561,9205
3017448037,97823,9,415,65,96
111267600,31033,231,1689,554,1895
950313240,59977,172,1964,252,164
17171278,38995,2713,14256,1003,4344
12837932,36499,2860,112897,952,392
71091930,24785,1292,8143,574,15023
3983511,48672,254,46611,714,20
2693837167,25884,26,111,274,18
412227503,16218,282,13085,705,52
543737941,36349,1294,64565,238,230
33489234,13102,53,3014,451,675
1345002804,28203,244,2338,155,819
1110059894,59560,70,1172,255,632
21802221,12165,1491,52423,368,224
19220970,14449,681,63292,229,1856
415322957,1494,1354,23662,63,46293
292488110,38330,207,6378,243,1009
182655444,18930,635,49494,1015,207
3366481463,5002,400,2004,65,28506
1354512494,76116,38,8255,383,2894
147431076,56984,107,2715,857,1087
2909713155,7651,534,1930,226,2449
22497698,25325,4966,9026,691,1694
44597453,22992,915,6275,565,1469
2540324664,86916,1226,4870,63,7146
1390045662,12413,96,5802,225,3
106255581,49316,5103,12398,435,9058
1246572511,61215,143,6003,137,1178
26344077,5593,1958,49694,106,2410
17797249,13141,1605,31037,653,311
17021505,67330,233,9928,362,1004
28042357,56747,5168,4690,157,305
271255900,31553,62,3450,253,74
24907708,12090,2990,6342,184,527
2591049714,2276,67,109,20,70
24778851,8734,1399,5644,543,1595
279169434,14740,7154,10310,357,11350
20110114,33846,2623,14493,272,1449
2293315159,15239,75,410,176,64
18206318,67187,431,109688,997,14
3038636402,27785,47,619,134,274
8249162,32240,1886,79532,533,258
67270226,30942,1565,7836,323,2628
20350635,14034,386,4755,150,67
16033551,40185,1507,30375,438,1757
77429517,7008,351,2485,72,251
183622298,24862,807,5653,977,801
62874876,13086,199,8976,311,8203
349021323,28023,714,384,428,5
14075928,9009001,15,43471,74917,4
2842240426,12739,38,380,82,21
1117060148,46581,474,21784,551,6148
17084945,16615,556,13936,364,5291
31387198,88215,2838,8662,244,13052
2480244049,42301,535,1165,66,321597
38243942,52597,482,4985,627,1320
177019934,31582,410,5335,415,64
72309720,27125,511,9627,349,3955
16227765,37097,893,21584,666,158
3000185794,9484,124,297,157,7
15937533,41028,3120,38811,688,477
14323759,36704,120,80547,786,172
458638776,634260,224,21441,1804,1738
340732654,23590,86,30761,201,113
30438454,4885,1301,23816,105,24183
2787199064,213479,205,2283,97,4
22872308,57863,2009,7062,1068,1033
320826619,7226,1638,5797,267,982
22517388,64404,1822,42747,1203,23689
14237001,501933,240,7350,7426,194
175091719,123623,415,9497,1282,15116
3617577437,2349,257,473,6,134
493249666,1513774,14091,5370,6075,2447
250831586,10081410,59,12568,29719,100
29821220,8184,884,62012,110,11507
23232306,5974,699,107017,212,78281
120088875,42273,29835,6245,367,11622
191704476,10291,395,392,209,39
15431914,45586,4700,58430,718,787
898103268,15662,974,2937,47,465
92293468,36394,321,16897,842,4567
59536622,18419,881,14224,308,528
23508931,14744,8213,41358,231,4888
16608381,53760,16373,73465,515,501
16007481,47650,816,62611,746,811
20481884,82261,55403,1381,1186,561
362083495,48067,1393,14631,290,5903
135564944,23736,2616,71625,232,26889
369305867,33707,32,811,144,40
25384840,26011,3723,16237,392,1447
219766491,29894,600,9107,234,1104
246502388,57896,360,8318,173,1482
42730608,13437,2174,6939,87,1811
2910012928,13776,159,2906,110,1872
