596,351,257,201,147,141,118,94,95
585,352,259,204,144,143,120,96,97
588,353,258,202,143,144,119,95,98
597,357,253,198,149,140,110,97,99
596,351,260,192,150,146,111,93,101
591,343,257,200,162,141,113,94,99
600,347,255,198,159,140,109,92,100
600,349,253,198,158,137,117,88,100
598,354,248,202,153,134,122,91,98
599,351,262,200,148,134,122,89,95
594,360,264,195,152,131,115,93,96
590,360,265,197,153,127,118,94,96
589,361,267,196,153,131,116,94,93
583,362,272,195,147,139,116,92,94
584,365,267,192,149,139,118,95,91
586,355,270,196,151,140,114,92,96
590,366,266,187,153,135,111,100,92
584,369,261,191,161,128,112,99,95
581,361,269,187,162,131,112,103,94
578,361,265,182,171,134,115,102,92
575,368,262,186,175,132,111,102,89
577,361,267,183,173,136,111,102,90
568,366,273,189,164,135,116,101,88
563,356,282,190,162,137,118,101,91
548,363,282,193,165,136,120,106,87
552,369,285,183,167,137,116,103,88
546,373,291,179,169,130,118,104,90
549,372,292,179,168,132,115,105,88
551,371,291,174,173,134,114,101,91
548,376,277,171,190,133,115,101,89
547,364,276,180,186,135,121,98,93
547,369,277,182,181,137,120,93,94
549,362,273,188,182,133,121,92,100
560,367,267,188,187,127,117,91,96
567,357,267,191,185,133,110,95,95
555,359,274,187,187,134,113,96,95
553,358,273,189,186,142,117,89,93
555,358,279,187,179,142,122,85,93
559,364,268,188,175,138,125,86,97
576,355,268,187,168,135,120,90,101
580,347,261,189,169,137,119,91,107
585,348,257,192,172,133,119,89,105
597,344,246,188,179,134,117,91,104
592,340,252,186,175,137,122,95,101
602,335,250,189,173,137,119,94,101
605,335,246,189,166,137,123,99,100
604,332,244,194,168,143,121,98,96
604,333,241,195,169,146,116,97,99
598,327,254,197,170,142,114,99,99
604,325,258,198,163,138,113,100,101
604,332,253,199,164,137,114,100,97
598,332,253,199,168,138,113,104,95
595,333,255,199,166,140,111,112,89
596,330,256,195,168,142,110,113,90
590,334,254,198,170,140,116,105,93
601,340,242,208,166,137,115,103,88
607,337,243,211,164,133,109,106,90
604,339,245,206,168,134,108,108,88
604,330,252,208,172,137,106,106,85
587,341,253,211,171,138,110,107,82
584,348,256,208,171,139,112,107,75
576,350,264,203,171,138,111,109,78
575,348,271,200,171,135,107,108,85
584,346,262,201,175,130,104,111,87
589,342,257,201,177,125,106,117,86
595,337,256,201,177,125,104,115,90
589,342,262,201,172,119,106,117,92
583,335,270,202,172,121,106,120,91
579,337,266,203,170,123,105,124,93
579,333,264,202,175,126,102,122,97
581,341,266,200,171,124,98,121,98
587,335,259,202,170,123,102,120,102
580,342,260,199,170,126,106,113,104
577,348,259,203,167,124,106,113,103
578,351,263,193,164,123,108,120,100
568,348,265,190,164,130,107,123,105
563,351,265,188,168,125,112,123,105
572,343,257,189,169,127,107,125,111
564,351,252,189,168,130,108,125,113
565,343,248,190,171,129,110,128,116
573,336,254,193,163,126,110,127,118
584,335,246,192,165,125,115,123,115
580,336,248,199,157,129,116,126,109
574,352,246,198,151,130,119,119,111
582,346,251,195,147,133,123,112,111
